simpleid,ID,CVCL,GDSC,CCLE,GNE,PharmacoGX_ID,SRR,EGAF,EGAN,gCSI_RNA
NCIH446,NCI-H446,CVCL_1562,NCI-H446.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H05_246786,Unk595,NCI-H446,SRR8615811,NA,NA,636139_1
NCIH460,NCI-H460,CVCL_0459,NCI-H460.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B01_335212,Unk612,NCI-H460,SRR8615810,NA,NA,635645_1
NCIH508,NCI-H508,CVCL_1564,NCI-H508.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G08_410944,NA,NCI-H508,SRR8615809,NA,NA,NA
NCIH510,NCI-H510,CVCL_1565,NCI-H510A.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F05_437214,Unk650,NA,SRR8615808,NA,NA,NA
NCIH510A,NCI-H510A,NA,NA,NA,NA,NA,NA,EGAF00000824129,EGAN00001252847,639176_1
NCIH520,NCI-H520,CVCL_1566,NCI-H520.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H02_246780,Unk611,NCI-H520,SRR8615799,NA,NA,635646_1
NCIH522,NCI-H522,CVCL_1567,NCI-H522.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B02_335214,Unk509,NCI-H522,SRR8615798,NA,NA,635974_1
NCIH524,NCI-H524,CVCL_1568,NCI-H524.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E08_246720,NA,NCI-H524,SRR8616160,NA,NA,NA
NCIH526,NCI-H526,CVCL_1569,NCI-H526.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G09_293440,NA,NCI-H526,SRR8616161,NA,NA,NA
NCIH596,NCI-H596,CVCL_1571,NCI-H596.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H11_293468,Unk510,NCI-H596,SRR8616162,NA,NA,635975_1
NCIH630,NCI-H630,CVCL_1572,NCI-H630.cel,NA,NA,NCI-H630,NA,EGAF00000684736,EGAN00001202177,NA
NCIH64,NCI-H64,CVCL_1573,NCI-H64.cel,NA,NA,NCI-H64,NA,EGAF00000824130,EGAN00001252848,NA
NCIH647,NCI-H647,CVCL_1574,NCI-H647.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G04_256152,NA,NCI-H647,SRR8616163,NA,NA,NA
NCIH650,NCI-H650,CVCL_1575,NCI-H650.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B05_293312,Unk4,NCI-H650,SRR8616156,NA,NA,635976_1
NCIH660,NCI-H660,CVCL_1576,NCI-H660.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C11_464558,NA,NCI-H660,SRR8616157,NA,NA,NA
NCIH661,NCI-H661,CVCL_1577,NCI-H661.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B09_335228,NA,NCI-H661,SRR8616158,NA,NA,NA
NCIH684,NCI-H684,CVCL_9980,NA,NA,NA,NA,SRR8616159,NA,NA,NA
NCIH69,NCI-H69,CVCL_1579,NCI-H69.cel,NA,NA,NCI-H69,SRR8616152,NA,NA,NA
NCIH716,NCI-H716,CVCL_1581,NCI-H716.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F08_464696,Unk543,NCI-H716,SRR8616153,NA,NA,636827_1
NCIH720,NCI-H720,CVCL_1583,NCI-H720.cel,NA,NA,NCI-H720,NA,EGAF00000824131,EGAN00001252849,NA
NCIH727,NCI-H727,CVCL_1584,NCI-H727.cel,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H12_464628,Unk263,NCI-H727,SRR8615465,NA,NA,636071_1
NCIH740,NCI-H740,CVCL_1586,NCI-H740.cel,NA,NA,NCI-H740,NA,EGAF00000824132,EGAN00001252850,NA
NCIH747,NCI-H747,CVCL_1587,NCI-H747.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E03_335288,NA,NCI-H747,SRR8615462,NA,NA,NA
NCIH748,NCI-H748,CVCL_1588,NCI-H748.cel,NA,NA,NCI-H748,NA,EGAF00000824165,EGAN00001252870,NA
NCIH810,NCI-H810,CVCL_1590,NCI-H810.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A07_335200,Unk257,NCI-H810,SRR8615982,NA,NA,636831_1
NCIH82,NCI-H82,CVCL_1591,NCI-H82.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E11_335304,Unk265,NCI-H82,SRR8615981,NA,NA,636072_1
NCIH820,NCI-H820,CVCL_1592,NCI-H820.CEL,NA,Unk460,NCI-H820,NA,EGAF00000824166,EGAN00001252871,636812_1
NCIH835,NCI-H835,CVCL_1593,NA,NA,NA,NA,NA,EGAF00000824167,EGAN00001252872,NA
NCIH838,NCI-H838,CVCL_1594,NCI-H838.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A05_335196,NA,NCI-H838,SRR8615976,NA,NA,NA
NCIH841,NCI-H841,CVCL_1595,ega-box-03_NCI-H841.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D04_542788,NA,NCI-H841,SRR8615975,NA,NA,NA
NCIH847,NCI-H847,CVCL_1596,NCI-H847.cel,NA,Unk667,NCI-H847,NA,EGAF00000824168,EGAN00001252873,639152_1
NCIH854,NCI-H854,CVCL_A584,NA,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B10_698628,NA,NA,SRR8615978,NA,NA,NA
NCIH889,NCI-H889,CVCL_1598,NA,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D10_246700,Unk594,NCI-H889,SRR8615977,NA,NA,636776_1
NCIH920,NCI-H920,CVCL_1599,NA,NA,Unk459,NA,NA,NA,NA,636884_1
NCIH929,NCI-H929,CVCL_1600,NCI-H929.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E10_437396,Unk287,NCI-H929,SRR8615498,NA,NA,635615_1
NCIN417,NCI-N417,CVCL_1602,NA,NA,Unk264,NA,NA,NA,NA,636073_1
NCIN87,NCI-N87,CVCL_1603,NCI-N87.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_H11_335376,Unk55,NCI-N87,SRR8615495,NA,NA,587006_1
NCIPC3,NCI-PC3,CVCL_0035,NA,NA,NA,NA,NA,NA,NA,NA
NCISNU1,NCI-SNU-1,CVCL_0099,NCI-SNU-1.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B05_437532,Unk56,NA,NA,EGAF00000864152,EGAN00001266190,NA
NCISNU16,NCI-SNU-16,CVCL_0076,NCI-SNU-16.cel,NA,NA,NA,NA,EGAF00000864153,EGAN00001266191,NA
NCO2,NCO2,CVCL_3043,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516,NA,NCO2,SRR8615446,NA,NA,NA
NEC8,NEC8,CVCL_1604,NEC8.cel,NA,NA,NEC8,NA,EGAF00000864154,EGAN00001266192,NA
NH12,NH-12,CVCL_1605,NH-12.cel,NA,NA,NH-12,NA,EGAF00000864155,EGAN00001266193,NA
NH6,NH-6,CVCL_1606,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500,NA,NH-6,SRR8615447,NA,NA,NA
NHAHTDD,NHAHTDD,CVCL_WS73,NA,NA,NA,NA,SRR8615444,NA,NA,NA
NIH:OVCAR3,NIH:OVCAR-3,CVCL_0465,OVCAR-3.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894,Unk418,OVCAR-3,SRR8615445,NA,NA,636077_1
NK92MI,NK-92MI,CVCL_3755,NK-92MI.cel,NA,NA,NK-92MI,NA,NA,NA,NA
NKM1,NKM-1,CVCL_1607,NKM-1.cel,NA,NA,NKM-1,NA,EGAF00000864156,EGAN00001266194,NA
NMCG1,NMC-G1,CVCL_1608,NMC-G1.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010,NA,NMC-G1,SRR8615442,NA,NA,NA
NO10,no-10,CVCL_3075,no-10.cel,NA,NA,NA,NA,EGAF00000864157,EGAN00001266195,NA
NO11,no-11,CVCL_3076,no-11.cel,NA,NA,NA,NA,EGAF00000864158,EGAN00001266196,NA
NOMO1,NOMO-1,CVCL_1609,NOMO-1.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D03_490508,NA,NOMO-1,SRR8615443,NA,NA,NA
NOS1,NOS-1,CVCL_1610,NOS-1.cel,NA,NA,NOS-1 [Human osteosarcoma],NA,EGAF00000773578,EGAN00001236690,NA
NOS1,NOS-1,CVCL_1610,NOS-1.cel,NA,NA,NOS-1 [Human osteosarcoma],NA,EGAF00000773582,EGAN00001236690,NA
NTERA2,NTERA-2,CVCL_0034,NA,NA,Unk535,NTERA-2,NA,EGAF00000866033,EGAN00001266197,636781_1
NUDHL1,NU-DHL-1,CVCL_1876,NA,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G04_542916,NA,NU-DHL-1,SRR8615440,NA,NA,NA
NUDUL1,NU-DUL-1,CVCL_1877,NU-DUL-1.cel,NA,Unk35,NU-DUL-1,SRR8615441,NA,NA,587625_1
NUGC2,NUGC-2,CVCL_1611,NA,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C12_256072,Unk57,NA,SRR8615449,NA,NA,587021_1
NUGC3,NUGC-3,CVCL_1612,NUGC-3.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H04_246784,Unk106,NUGC-3,SRR8615450,NA,NA,587022_1
NUGC4,NUGC-4,CVCL_3082,NUGC-4.cel,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004,Unk58,NUGC-4,SRR8615244,NA,NA,587023_1
NY,NY,CVCL_1613,ega-box-03_NY.cel,NA,NA,NY,NA,EGAF00000773579,EGAN00001236691,NA
OACM51,OACM5-1,CVCL_1842,OACM5-1.cel,NA,NA,OACM5.1 C,NA,EGAF00000866034,EGAN00001266198,NA
OACP4C,OACp4C,CVCL_1843,OACp4C.cel,NA,NA,OACP4 C,NA,EGAF00000866035,EGAN00001266199,NA
OAW28,OAW-28,CVCL_1614,OAW-28.cel,VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726,Unk216,OAW28,SRR8615243,NA,NA,587675_1
OAW28NR,OAW28NR,CVCL_1614,NA,NA,NA,NA,NA,NA,NA,NA
OAW42,OAW-42,CVCL_1615,OAW-42.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348,Unk217,OAW42,SRR8615514,NA,NA,587676_1
OC314,OC-314,CVCL_1616,OC-314.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480,NA,OC 314,SRR8615513,NA,NA,NA
OC316,OC-316,CVCL_1618,NA,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400,NA,NA,NA,NA,NA,NA
OCIAML2,OCI-AML2,CVCL_1619,OCI-AML2.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298,Unk143,OCI-AML-2,SRR8615512,NA,NA,587421_1
OCIAML3,OCI-AML3,CVCL_1844,OCI-AML3.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836,Unk144,OCI-AML-3,SRR8615242,NA,NA,587422_1
OCIAML5,OCI-AML5,CVCL_1620,OCI-AML5.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C08_578282,Unk145,OCI-AML-5,SRR8615510,NA,NA,587423_1
OCILY10,OCI-Ly10,CVCL_8795,NA,NA,Unk34,OCI-Ly10,NA,NA,NA,587626_1
OCILY19,OCI-LY-19,CVCL_1878,OCI-LY-19.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E05_542914,Unk36,OCI-Ly19,SRR8615509,NA,NA,587627_1
OCILY3,OCI-Ly3,CVCL_8800,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B09_464584,Unk109,OCI-Ly3,SRR8615263,NA,NA,587628_1
OCILY7,OCI-LY-7,CVCL_1881,OCI-LY7.cel,NA,Unk108,OCI-Ly7,NA,EGAF00000866036,EGAN00001266200,587629_1
OCIM1,OCI-M1,CVCL_2149,OCI-M1.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516,Unk147,OCI-M1,SRR8615262,NA,NA,587424_1
OCIM2,OCI-M2,CVCL_2150,NA,NA,Unk146,NA,NA,NA,NA,587425_1
OCIMY5,OCI-My5,CVCL_E332,NA,NA,NA,NA,SRR8615223,NA,NA,NA
OCIMY7,OCI-My7,CVCL_E333,NA,NA,NA,NA,SRR8615224,NA,NA,NA
OCUBM,OCUB-M,CVCL_1621,OCUB-M.cel,NA,NA,OCUB-M,NA,EGAF00000824169,EGAN00001252874,NA
OCUM1,OCUM-1,CVCL_3084,OCUM-1.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B03_437300,Unk81,OCUM-1,SRR8615225,NA,NA,587017_1
OE19,OE19,CVCL_1622,OE19.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D09_256090,NA,OE19,SRR8615226,NA,NA,NA
OE21,OE21,CVCL_2661,OE21.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E09_256114,NA,OE21,SRR8615227,NA,NA,NA
OE33,OE33,CVCL_0471,OE33.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D08_256088,NA,OE33,SRR8615228,NA,NA,NA
OELE,OELE,CVCL_IW56,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G02_780354,NA,NA,SRR8615229,NA,NA,NA
OHS,OHS,CVCL_B450,NA,NA,NA,NA,NA,EGAF00000798075,EGAN00001236644,NA
OKAJIMA,OKAJIMA,CVCL_9815,NA,NA,Unk92,NA,NA,NA,NA,587522_1
OMC1,OMC-1,CVCL_1623,OMC-1.cel,NA,NA,OMC-1 [Human cervical carcinoma],NA,EGAF00000866037,EGAN00001266201,NA
ONCODG1,ONCO-DG-1,CVCL_1882,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G10_780218,NA,ONCO-DG-1,SRR8615230,NA,NA,NA
ONS76,ONS-76,CVCL_1624,ONS-76.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446,NA,ONS-76,SRR8615867,NA,NA,NA
OPM1,OPM-1,CVCL_5210,NA,NA,NA,NA,SRR8615543,NA,NA,NA
OPM2,OPM-2,CVCL_1625,OPM-2.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F09_490366,Unk289,OPM-2,SRR8615877,NA,NA,635616_1
OSC19,OSC-19,CVCL_3086,OSC-19.cel,NA,NA,OSC-19,NA,EGAF00000866038,EGAN00001266202,NA
OSC20,OSC-20,CVCL_3087,OSC-20.cel,NA,NA,OSC-20,NA,EGAF00000866039,EGAN00001266203,NA
OSRC2,OS-RC-2,CVCL_1626,OS-RC-2.cel,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C10_780376,NA,OS-RC-2,SRR8615878,NA,NA,NA
OST,OST,CVCL_8399,NA,NA,NA,NA,NA,EGAF00000773585,EGAN00001236651,NA
OUMS23,OUMS-23,CVCL_3088,OUMS-23.CEL,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448,Unk590,OUMS-23,SRR8615875,NA,NA,636128_1
OUMS27,OUMS-27,CVCL_3090,NA,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908,NA,NA,NA,NA,NA,NA
OV17R,OV-17R,CVCL_2672,OV-17R.cel,NA,NA,OV17R,NA,EGAF00000866040,EGAN00001266204,NA
OV56,OV-56,CVCL_2673,OV-56.cel,NA,Unk218,OV56,SRR8615876,NA,NA,587677_1
OV7,OV-7,CVCL_2675,OV-7.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304,Unk420,OV7,SRR8615873,NA,NA,636783_1
OV90,OV-90,CVCL_3768,OV-90.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D02_246684,Unk451,OV-90,SRR8615874,NA,NA,636078_1
OVCA420,OvCA420,CVCL_3935,OVCA420.cel,NA,Unk219,OVCA420,NA,EGAF00000864159,EGAN00001266205,587679_1
OVCA429,OvCA429,CVCL_3936,NA,NA,Unk220,NA,NA,NA,NA,587680_1
OVCA432,OvCA-432,CVCL_3769,NA,NA,Unk453,NA,NA,NA,NA,636079_1
OVCA433,OvCA433,CVCL_0475,OVCA433.cel,NA,Unk194,OVCA433,NA,EGAF00000864160,EGAN00001266206,588245_1
OVCAR4,OVCAR-4,CVCL_1627,NA,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A02_256004,Unk221,OVCAR-4,SRR8615870,NA,NA,587683_1
OVCAR5,OVCAR-5,CVCL_1628,OVCAR-5.cel,NA,Unk222,OVCAR-5,NA,EGAF00000864161,EGAN00001266207,587684_1
OVCAR8,OVCAR-8,CVCL_1629,OVCAR-8.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C07_256062,Unk223,OVCAR-8,SRR8615871,NA,NA,587685_1
OVISE,OVISE,CVCL_3116,OVISE.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G05_335340,Unk646,OVISE,SRR8615879,NA,NA,639206_1
OVK18,OVK-18,CVCL_3770,OVK-18.cel,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F01_592782,NA,OVK18,SRR8615880,NA,NA,NA
OVKATE,OVKATE,CVCL_3110,OVKATE.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G04_335338,Unk621,OVKATE,SRR8615753,EGAF00000864162,EGAN00001266208,639211_1
OVMANA,OVMANA,CVCL_3111,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G06_335342,Unk620,NA,SRR8615734,NA,NA,639227_1
OVMIU,OVMIU,CVCL_3112,OVMIU.cel,NA,NA,OVMIU,NA,EGAF00000864163,EGAN00001266209,NA
OVSAHO,OVSAHO,CVCL_3114,NA,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H01_246778,Unk654,OVSAHO,SRR8616155,NA,NA,639212_1
OVTOKO,OVTOKO,CVCL_3117,OVTOKO.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C12_246680,Unk645,OVTOKO,SRR8616154,NA,NA,639207_1
P12ICHIKAWA,P12-ICHIKAWA,CVCL_1630,P12-ICHIKAWA.cel,CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A03_490392,NA,P12-Ichikawa,SRR8616149,NA,NA,NA
P30OHK,P30-OHK,CVCL_1631,P30-OHK.cel,NA,NA,P30/OHK,NA,EGAF00000864164,EGAN00001266210,NA
P31FUJ,P31-FUJ,CVCL_1632,P31-FUJ.cel,PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F01_437452,NA,P31/FUJ,SRR8616148,NA,NA,NA
P32ISH,P32-ISH,CVCL_3119,P32-ISH.cel,NA,NA,P32/ISH,NA,EGAF00000864165,EGAN00001266211,NA
P3HR1,P3HR-1,CVCL_2676,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A05_464614,NA,P3HR-1,SRR8616151,NA,NA,NA
PA1,PA-1,CVCL_0479,PA-1.cel,NA,Unk549,PA-1,NA,EGAF00000864166,EGAN00001266212,636200_1
PANC0203,Panc-02.03,CVCL_1633,PANC-02-03.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A11_256022,Unk236,Panc 02.03,SRR8616150,NA,NA,587701_1
PANC0213,Panc-02.13,CVCL_1634,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F03_335312,NA,NA,SRR8615241,NA,NA,NA
PANC0327,Panc-03.27,CVCL_1635,PANC-03-27.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C03_256054,Unk237,Panc 03.27,SRR8615436,NA,NA,587702_1
PANC0403,Panc-04.03,CVCL_1636,PANC-04-03.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D09_246698,Unk239,Panc 04.03,SRR8615765,NA,NA,587703_1
PANC0504,Panc-05.04,CVCL_1637,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722,Unk238,Panc 05.04,SRR8615370,NA,NA,587704_1
PANC0813,Panc-08.13,CVCL_1638,PANC-08-13.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E08_437250,Unk240,Panc 08.13,SRR8615371,NA,NA,587705_1
PANC1,Panc-1,CVCL_0480,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G03_437226,Unk242,PANC-1,SRR8615685,NA,NA,587707_1
PANC1005,Panc-10.05,CVCL_1639,PANC-10-05.cel,LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E05_246714,NA,Panc 10.05,SRR8615377,NA,NA,NA
PATU8902,PA-TU-8902,CVCL_1845,PA-TU-8902.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A05_293288,Unk241,PaTu 8902,SRR8615691,NA,NA,587708_1
PATU8988S,PA-TU-8988S,CVCL_1846,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A08_437338,Unk446,PaTu 8988s,SRR8615795,NA,NA,636006_1
PATU8988T,PA-TU-8988T,CVCL_1847,PA-TU-8988T.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C07_293340,Unk243,PaTu 8988t,SRR8615359,NA,NA,587709_1
PC14,PC-14,CVCL_1640,PC-14.cel,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B03_335216,NA,PC-14,SRR8615640,NA,NA,NA
PC3,PC-3,CVCL_0035,PC-3.cel,ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052,Unk528,PC-3,SRR8615641,NA,NA,636083_1
PC3JPC3,PC-3_JPC-3,CVCL_S982,PC-3_JPC-3.cel,NA,NA,PC-3 [Human lung carcinoma],NA,NA,NA,NA
PC9,PC-9,CVCL_B260,NA,NA,NA,NA,SRR8615301,NA,NA,NA
PCI15A,PCI-15A,CVCL_C184,PCI-15A.cel,NA,NA,PCI-15A,NA,EGAF00000866041,EGAN00001266213,NA
PCI30,PCI-30,CVCL_C757,PCI-30.cel,NA,NA,PCI-30,NA,EGAF00000866042,EGAN00001266214,NA
PCI38,PCI-38,CVCL_M471,PCI-38.cel,NA,NA,PCI-38,NA,EGAF00000866043,EGAN00001266215,NA
PCI4B,PCI-4B,CVCL_C171,PCI-4B.cel,NA,NA,PCI-04B,NA,EGAF00000866044,EGAN00001266216,NA
PCI6A,PCI-6A,CVCL_C173,PCI-6A.cel,NA,NA,PCI-06A,NA,EGAF00000866045,EGAN00001266217,NA
PCM6,PCM6,CVCL_4666,NA,QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G02_592624,NA,NA,NA,NA,NA,NA
PE01,PE01,CVCL_2686,NA,NA,Unk452,NA,NA,NA,NA,636080_1
PECAPJ15,PE_CA-PJ15,CVCL_2678,PE_CA-PJ15.cel,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H05_578434,Unk319,PE/CA-PJ15,SRR8615670,NA,NA,636097_1
PECAPJ34CLONEC12,PE/CA-PJ34-(clone-C12),CVCL_2679,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H03_578390,NA,PE/CA-PJ34 (clone C12),SRR8615299,NA,NA,NA
PECAPJ41CLONED2,PE/CA-PJ41-(clone-D2),CVCL_2680,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C10_578450,NA,PE/CA-PJ41 (clone D2),SRR8615298,NA,NA,NA
PECAPJ49,PE/CA-PJ49,CVCL_2681,NA,MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F08_578464,NA,PE/CA-PJ49,SRR8615305,NA,NA,NA
PEER,PEER,CVCL_1913,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B11_464580,NA,Peer,SRR8615304,NA,NA,NA
PEO1,PEO1,CVCL_2686,PEO1.cel,NA,NA,PEO1,NA,EGAF00000866046,EGAN00001266218,NA
PF382,PF-382,CVCL_1641,PF-382.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C09_542834,NA,PF-382,SRR8615303,NA,NA,NA
PFEIFFER,Pfeiffer,CVCL_3326,NA,BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F06_464692,Unk110,Pfeiffer,SRR8615302,NA,NA,587630_1
PFSK1,PFSK-1,CVCL_1642,PFSK-1.cel,NA,NA,PFSK-1,NA,EGAF00000866047,EGAN00001266219,NA
PK1,PK-1,CVCL_4717,NA,FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F03_410988,NA,PK-1,SRR8615296,NA,NA,NA
PK45H,PK-45H,CVCL_6748,NA,SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C01_592938,Unk447,PK-45H,SRR8615295,NA,NA,636008_1
PK45P,PK-45P,CVCL_6749,NA,NA,Unk449,NA,NA,NA,NA,636009_1
PK59,PK-59,CVCL_4897,NA,FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A03_335192,Unk448,PK-59,SRR8615969,NA,NA,636010_1
PK8,PK-8,CVCL_4718,NA,NA,Unk450,NA,NA,NA,NA,636834_1
PL18,PL18,CVCL_X507,PL18.cel,NA,NA,PL18 [Human pancreatic adenocarcinoma],NA,EGAF00000866048,EGAN00001266220,NA
PL21,PL-21,CVCL_2161,PL-21.cel,AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F09_542934,Unk195,PL-21,SRR8615970,NA,NA,588246_1
PL4,PL4,CVCL_S976,PL4.cel,NA,NA,PL4,NA,EGAF00000866049,EGAN00001266221,NA
PL45,PL45,CVCL_3567,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E04_437242,Unk244,PL45,NA,NA,NA,587710_1
PLB985,PLB-985,CVCL_2162,NA,NA,NA,NA,SRR8615967,NA,NA,NA
PLCPRF5,PLC/PRF/5,CVCL_0485,NA,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E09_437260,Unk439,PLC/PRF/5,SRR8615968,NA,NA,636133_1
PRECLH,PrEC-LH,CVCL_V626,NA,EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G06_780360,NA,NA,SRR8615973,NA,NA,NA
PSN1,PSN1,CVCL_1644,PSN1.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B02_293306,Unk246,PSN1,SRR8615974,NA,NA,587711_1
PWR1E,PWR-1E,CVCL_3775,PWR-1E.cel,NA,NA,PWR-1E,NA,EGAF00000866050,EGAN00001266222,NA
QGP1,QGP-1,CVCL_3143,QGP-1.cel,HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A06_293290,Unk432,QGP-1,SRR8615971,NA,NA,636011_1
QIMRWIL,QIMR-WIL,CVCL_1645,QIMR-WIL.cel,NA,NA,QIMR-WIL,NA,EGAF00000866051,EGAN00001266223,NA
RAJI,Raji,CVCL_0511,Raji.cel,LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G10_437362,Unk112,Raji,SRR8615972,NA,NA,587631_1
RAMOS,Ramos,CVCL_0597,NA,NA,Unk114,NA,NA,NA,NA,587632_1
